text,p_label,g_label,origin,sterilized_text,cleaned_text,pred_g_label,reasons_g_label
"One day only! This Sunday, February 10th, is our FRIENDS & FAMILY
EVENT. Enjoy an extra 20% off already-reduced sale and clearance
items, plus save on regular prices, too! There are three ways to save:
in stores, online or by catalog.

Shop our Friends & Family Event now.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/h1-0?MT=100062068&ljqoa=jne@gvc.ceas-challenge.cc

Print coupon to use in stores.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/coupon-0

This email was sent to: tjm@cognosys.net. 
If you wish to unsubscribe from JCPenney email, or change your email
profile, click below.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/optout-0?ljqoa=jne@gvc.ceas-challenge.cc

(C) 2008 J.C. Penney Company, Inc. and/or JCP Media L.P., 
6501 Legacy Drive, Plano, Texas, United States of America. 
All rights reserved.

This is an advertisement from JCPenney.",False,False,9,one day only this sunday february 10th is our friends family event enjoy an extra off already reduced sale and clearance items plus save on regular prices too there are three ways to save in stores online or by catalog shop our friends family event now print coupon to use in stores this email was sent to if you wish to unsubscribe from jcpenney email or change your email profile click below c j c penney company inc and or jcp media l p legacy drive plano texas united states of america all rights reserved this is an advertisement from jcpenney,"One day only! This Sunday, February 10th, is our FRIENDS & FAMILY
EVENT. Enjoy an extra 20% off already-reduced sale and clearance
items, plus save on regular prices, too! There are three ways to save:
in stores, online or by catalog.

Shop our Friends & Family Event now.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/h1-0?MT=100062068&ljqoa=jne@gvc.ceas-challenge.cc

Print coupon to use in stores.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/coupon-0

This email was sent to: tjm@cognosys.net. 
If you wish to unsubscribe from JCPenney email, or change your email
profile, click below.
http://jcpenneyem.com/a/tBHq$-xAFtjc1BwGHw0AFqBnPOJ/optout-0?ljqoa=jne@gvc.ceas-challenge.cc

(C) 2008 J.C. Penney Company, Inc. and/or JCP Media L.P., 
6501 Legacy Drive, Plano, Texas, United States of America. 
All rights reserved.

This is an advertisement from JCPenney.",1,"['Repetitive Phrases', 'Uniform Punctuation', 'Overly Formal Tone', 'Predictable Structure', 'Lack of Typos']"
"forwarding a final report on the technical execution of the programme accompanied by justifying evidence as the costs incurred by 1 July 1995 at the latest. 3. The financial contribution of the Community shall be paid in ecus at the rate applying on the first working day of the month when the request of payment is made as published in the Official Journal of the European Communities. Article 4. This Decision is addressed to the French Republic. Done at Brussels, 27 July 1994.",,False,10,forwarding a final report on the technical execution of the programme accompanied by justifying evidence as the costs incurred by july at the latest the financial contribution of the community shall be paid in ecus at the rate applying on the first working day of the month when the request of payment is made as published in the official journal of the european communities article this decision is addressed to the french republic done at brussels july,"forwarding a final report on the technical execution of the programme accompanied by justifying evidence as the costs incurred by 1 July 1995 at the latest. 3. The financial contribution of the Community shall be paid in ecus at the rate applying on the first working day of the month when the request of payment is made as published in the Official Journal of the European Communities. Article 4. This Decision is addressed to the French Republic. Done at Brussels, 27 July 1994.",1,"['Overly Formal Tone', 'Uniform Punctuation', 'Technical Jargon', 'Predictable Structure']"
"Tyrosinase is an enzyme that helps in the production of melanin, a pigment that gives skin its color. By inhibiting tyrosinase activity, aloesin can help reduce the amount of melanin produced, resulting in a lighter skin tone.",,True,10,tyrosinase is an enzyme that helps in the production of melanin a pigment that gives skin its color by inhibiting tyrosinase activity aloesin can help reduce the amount of melanin produced resulting in a lighter skin tone,"Tyrosinase is an enzyme that helps in the production of melanin, a pigment that gives skin its color. By inhibiting tyrosinase activity, aloesin can help reduce the amount of melanin produced, resulting in a lighter skin tone.",1,"['Technical Jargon', 'Generic Content', 'Overly Formal Tone']"
"Keep your mouth open, because the mixture can drain from your mouth as well as the opposite nostril. This also reduces pressure on the ears. Squeeze until the solution begins to drain from the opposite nostril. You can use up to half the solution per nostril, but you should always use at least onequarter of the solution for each. Pinching your nose entirely shut would put too much pressure on your eardrums. Then, try sniffing",,False,10,keep your mouth open because the mixture can drain from your mouth as well as the opposite nostril this also reduces pressure on the ears squeeze until the solution begins to drain from the opposite nostril you can use up to half the solution per nostril but you should always use at least onequarter of the solution for each pinching your nose entirely shut would put too much pressure on your eardrums then try sniffing,"Keep your mouth open, because the mixture can drain from your mouth as well as the opposite nostril. This also reduces pressure on the ears. Squeeze until the solution begins to drain from the opposite nostril. You can use up to half the solution per nostril, but you should always use at least onequarter of the solution for each. Pinching your nose entirely shut would put too much pressure on your eardrums. Then, try sniffing",0,"['Specific Detail', 'Unnatural Phrasing', 'Technical Jargon']"
"The pain in your foot is usually severe and you should not attempt to remove it on your own. The nail bed can be removed from a raw wound, so long as there are no other problems with the area. If you have any questions about how to care for an infected toe nail call our office at PI:KEY. The skin around your toenail will look different after you take off the nail. You may notice that some of the skin surrounding your toenail has become more yellowed",,True,10,the pain in your foot is usually severe and you should not attempt to remove it on your own the nail bed can be removed from a raw wound so long as there are no other problems with the area if you have any questions about how to care for an infected toe nail call our office at pi key the skin around your toenail will look different after you take off the nail you may notice that some of the skin surrounding your toenail has become more yellowed,"The pain in your foot is usually severe and you should not attempt to remove it on your own. The nail bed can be removed from a raw wound, so long as there are no other problems with the area. If you have any questions about how to care for an infected toe nail call our office at PI:KEY. The skin around your toenail will look different after you take off the nail. You may notice that some of the skin surrounding your toenail has become more yellowed",1,"['Unnatural Phrasing', 'Over-Explanation', 'Technical Jargon', 'Repetitive Phrases']"
@bobbyedner I wanted 2 reply to a comment posted by PI:USER and Im not sure how that comment was handled. Please fix,,True,10,bobbyedner i wanted reply to a comment posted by pi user and i am not sure how that comment was handled please fix,@bobbyedner I wanted 2 reply to a comment posted by PI:USER and Im not sure how that comment was handled. Please fix,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"sooooo.. guess what? Im picking up a new hobby starting tuesday violin haha. dont know why, just felt",,False,10,sooooo guess what i am picking up a new hobby starting tuesday violin haha do not know why just felt,"sooooo.. guess what? Im picking up a new hobby starting tuesday violin haha. dont know why, just felt",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Personal Anecdotes']"
"When you do pick up your mouse, do so in a safe fashion. Set a treat in your palm then lay your hand flat at the bottom of its cage. When it climbs on, gently lift it up into the air. Hold your mouse close to your lap if it is not comfortable being held. You can then pet and interact with your mouse. If your mouse is squirming and nervous, place it back in its cage. Never grab a mouse by the tip of its tail and",,False,10,when you do pick up your mouse do so in a safe fashion set a treat in your palm then lay your hand flat at the bottom of its cage when it climbs on gently lift it up into the air hold your mouse close to your lap if it is not comfortable being held you can then pet and interact with your mouse if your mouse is squirming and nervous place it back in its cage never grab a mouse by the tip of its tail and,"When you do pick up your mouse, do so in a safe fashion. Set a treat in your palm then lay your hand flat at the bottom of its cage. When it climbs on, gently lift it up into the air. Hold your mouse close to your lap if it is not comfortable being held. You can then pet and interact with your mouse. If your mouse is squirming and nervous, place it back in its cage. Never grab a mouse by the tip of its tail and",0,"['Personal Anecdotes', 'Specific Detail', 'Emotional Language']"
"@having Stoneyfield Farm Organic peach preserves. I’m looking forward to our summer garden, but I can’t wait for the first frost",,True,10,having stoneyfield farm organic peach preserves i am looking forward to our summer garden but i cannot wait for the first frost,"@having Stoneyfield Farm Organic peach preserves. Im looking forward to our summer garden, but I cant wait for the first frost",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language']"
"@mamajoan I cant read it , but I think its about a girl who is very sweet and gentle. I dont know if she",,True,10,mamajoan i cannot read it but i think its about a girl who is very sweet and gentle i do not know if she,"@mamajoan I cant read it , but I think its about a girl who is very sweet and gentle. I dont know if she",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
@CandiceRenae i know..i apologize zebo wanted to keep it low key so i couldnt head out thereit sounded so,,False,10,candicerenae i know i apologize zebo wanted to keep it low key so i could not head out thereit sounded so,@CandiceRenae i know..i apologize zebo wanted to keep it low key so i couldnt head out thereit sounded so,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
Going to work outthen showeringand then going to work. Whywhy do I have to work on a day like today?ugh,,False,10,going to work outthen showeringand then going to work whywhy do i have to work on a day like today ugh,Going to work outthen showeringand then going to work. Whywhy do I have to work on a day like today?ugh,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Formatting Errors']"
Comet arrived at Camperdown from Edinburgh Zoo when he was 16 months old and was later joined by Star from the Highland Wildlife Park. Zoo manager Aileen Whitelaw said Comet had been an important ambassador and would be sorely missed.,,False,10,comet arrived at camperdown from edinburgh zoo when he was months old and was later joined by star from the highland wildlife park zoo manager aileen whitelaw said comet had been an important ambassador and would be sorely missed,Comet arrived at Camperdown from Edinburgh Zoo when he was 16 months old and was later joined by Star from the Highland Wildlife Park. Zoo manager Aileen Whitelaw said Comet had been an important ambassador and would be sorely missed.,0,"['Personal Anecdotes', 'Specific Detail', 'Emotional Language']"
"The tunnel is the worlds longest and deepest railway tunnel, measuring 57 km (35 miles) in length and reaching a depth of 2,300 metres (7,546 feet). It is located in the Swiss Alps and traverses the Alps between the cantons of Uri and Ticino. The tunnel will be used to transport both freight and passenger trains, with the aim of reducing travel times between Zurich and Milan by an hour. The tunnel will also help to reduce the environmental impact of freight transport",,True,10,the tunnel is the worlds longest and deepest railway tunnel measuring km miles in length and reaching a depth of metres feet it is located in the swiss alps and traverses the alps between the cantons of uri and ticino the tunnel will be used to transport both freight and passenger trains with the aim of reducing travel times between zurich and milan by an hour the tunnel will also help to reduce the environmental impact of freight transport,"The tunnel is the worlds longest and deepest railway tunnel, measuring 57 km (35 miles) in length and reaching a depth of 2,300 metres (7,546 feet). It is located in the Swiss Alps and traverses the Alps between the cantons of Uri and Ticino. The tunnel will be used to transport both freight and passenger trains, with the aim of reducing travel times between Zurich and Milan by an hour. The tunnel will also help to reduce the environmental impact of freight transport",1,"['Overly Formal Tone', 'Predictable Structure', 'Lack of Typos', 'Generic Content']"
"I read where the movie was originally set to star George Burns and Gracie Allen in the two lead roles when it was then adapted for Bing and Bob.Some good acting here. The later road pictures put the zany actics and funny gag lines way up front as they should for our enjoyment, but The Road to Singapore has more of a credible plot and better acting. Dorothy",,False,10,i read where the movie was originally set to star george burns and gracie allen in the two lead roles when it was then adapted for bing and bob some good acting here the later road pictures put the zany actics and funny gag lines way up front as they should for our enjoyment but the road to singapore has more of a credible plot and better acting dorothy,"I read where the movie was originally set to star George Burns and Gracie Allen in the two lead roles when it was then adapted for Bing and Bob.Some good acting here. The later road pictures put the zany actics and funny gag lines way up front as they should for our enjoyment, but The Road to Singapore has more of a credible plot and better acting. Dorothy",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
"But Conte wants his side and Spurs to start the last three matches at the same time. Try and keep it the same hour, the same days to rest, said the Italian. Chelsea start this weekend four points clear at the top with five games to go. After Sunday, the only time the top two play on the",,False,10,but conte wants his side and spurs to start the last three matches at the same time try and keep it the same hour the same days to rest said the italian chelsea start this weekend four points clear at the top with five games to go after sunday the only time the top two play on the,"But Conte wants his side and Spurs to start the last three matches at the same time. Try and keep it the same hour, the same days to rest, said the Italian. Chelsea start this weekend four points clear at the top with five games to go. After Sunday, the only time the top two play on the",0,"['Colloquialisms', 'Personal Anecdotes', 'Emotional Language']"
"Its for beginners, so Im not sure what advanced riders are supposed to do. Im still trying to figure out how to use the board. Im a beginner, so Im asking for help.I received this product for free in exchange for my honest review. I was not paid for this review. I received a free product for my opinions and my honest review.",,True,10,its for beginners so i am not sure what advanced riders are supposed to do i am still trying to figure out how to use the board i am a beginner so i am asking for help i received this product for free in exchange for my honest review i was not paid for this review i received a free product for my opinions and my honest review,"Its for beginners, so Im not sure what advanced riders are supposed to do. Im still trying to figure out how to use the board. Im a beginner, so Im asking for help.I received this product for free in exchange for my honest review. I was not paid for this review. I received a free product for my opinions and my honest review.",0,"['Colloquialisms', 'Personal Anecdotes', 'Emotional Language']"
"Begin by exploring what it might mean to pursue those degrees. If you love to write, then it is natural to gravitate toward a creative writing degree, or toward another of the humanities. If you love to solve problems, then you might find yourself drawn to engineering or the sciences. Let the answer be simple: think about what you already love to do. On the other hand, you may find your calling in a major that you initially dismiss. You may not discover your love for economics until you",,False,10,begin by exploring what it might mean to pursue those degrees if you love to write then it is natural to gravitate toward a creative writing degree or toward another of the humanities if you love to solve problems then you might find yourself drawn to engineering or the sciences let the answer be simple think about what you already love to do on the other hand you may find your calling in a major that you initially dismiss you may not discover your love for economics until you,"Begin by exploring what it might mean to pursue those degrees. If you love to write, then it is natural to gravitate toward a creative writing degree, or toward another of the humanities. If you love to solve problems, then you might find yourself drawn to engineering or the sciences. Let the answer be simple: think about what you already love to do. On the other hand, you may find your calling in a major that you initially dismiss. You may not discover your love for economics until you",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail', 'Colloquialisms']"
"Sweden shall bring into force by 1 March 1995 the laws, regulations and administrative provisions for implementing the programme referred to in Article 1. Article 3. This Decision shall enter into force on 1 March 1995. Article 4. This Decision is addressed to the Kingdom of Sweden. Done at Brussels, 9 March 1995.",,False,10,sweden shall bring into force by march the laws regulations and administrative provisions for implementing the programme referred to in article article this decision shall enter into force on march article this decision is addressed to the kingdom of sweden done at brussels march,"Sweden shall bring into force by 1 March 1995 the laws, regulations and administrative provisions for implementing the programme referred to in Article 1. Article 3. This Decision shall enter into force on 1 March 1995. Article 4. This Decision is addressed to the Kingdom of Sweden. Done at Brussels, 9 March 1995.",1,"['Overly Formal Tone', 'Predictable Structure', 'Uniform Punctuation', 'Generic Content']"
"@Pandora888 lol that is funny. I have a couple of friends who are actually addicted to casino games, and some even said they",,True,10,pandora888 lol that is funny i have a couple of friends who are actually addicted to casino games and some even said they,"@Pandora888 lol that is funny. I have a couple of friends who are actually addicted to casino games, and some even said they",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Personal Anecdotes']"
"I didnt know I had an extra sister, said Mrs Gallagher who has left messages in reply to no avail. If it was me, I would want somebody to try and get that information to me. And for me it would be lovely to have another sister, she added. Mrs Gallagher, who lives in Birmingham, visits her fathers grave in West Ham, east London, twice a year. He was only 37 when he died on Christmas day in 1965. Mrs Gallagher said: It was",,False,10,i did not know i had an extra sister said mrs gallagher who has left messages in reply to no avail if it was me i would want somebody to try and get that information to me and for me it would be lovely to have another sister she added mrs gallagher who lives in birmingham visits her fathers grave in west ham east london twice a year he was only when he died on christmas day in mrs gallagher said it was,"I didnt know I had an extra sister, said Mrs Gallagher who has left messages in reply to no avail. If it was me, I would want somebody to try and get that information to me. And for me it would be lovely to have another sister, she added. Mrs Gallagher, who lives in Birmingham, visits her fathers grave in West Ham, east London, twice a year. He was only 37 when he died on Christmas day in 1965. Mrs Gallagher said: It was",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
"The reason? According to the resolution, Israels military occupation and oppression of Palestinians is one of the main reasons for conflict in the Middle East. In an interview with the Irish Times, Sinn Féin spokesperson on foreign affairs Gerry Kelly said that the EU should also take a strong stand against Israel as it had done in the past when it imposed sanctions on Serbia after the war in Kosovo. Kelly said: They have committed genocide against the Palestinian people. They have imprisoned thousands of",,True,10,the reason according to the resolution israels military occupation and oppression of palestinians is one of the main reasons for conflict in the middle east in an interview with the irish times sinn fein spokesperson on foreign affairs gerry kelly said that the eu should also take a strong stand against israel as it had done in the past when it imposed sanctions on serbia after the war in kosovo kelly said they have committed genocide against the palestinian people they have imprisoned thousands of,"The reason? According to the resolution, Israels military occupation and oppression of Palestinians is one of the main reasons for conflict in the Middle East. In an interview with the Irish Times, Sinn Fein spokesperson on foreign affairs Gerry Kelly said that the EU should also take a strong stand against Israel as it had done in the past when it imposed sanctions on Serbia after the war in Kosovo. Kelly said: They have committed genocide against the Palestinian people. They have imprisoned thousands of",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail']"
"The successful tenderer is deemed to have noted and accepted all the general and specific conditions applicable. Any other condition or reservation included in his tender is deemed unwritten. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 October 1991.",,False,10,the successful tenderer is deemed to have noted and accepted all the general and specific conditions applicable any other condition or reservation included in his tender is deemed unwritten article this regulation shall enter into force on the day following its publication in the official journal of the european communities this regulation shall be binding in its entirety and directly applicable in all member states done at brussels october,"The successful tenderer is deemed to have noted and accepted all the general and specific conditions applicable. Any other condition or reservation included in his tender is deemed unwritten. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 31 October 1991.",1,"['Overly Formal Tone', 'Predictable Structure', 'Technical Jargon', 'Generic Content']"
"Dear Mr. Ryan Martinez, I hope this email finds you and your loved ones safe and healthy. As a public health advocate, I want to ensure you have access to accurate information regarding COVID-19. Please click on the link below to review the latest updates and recommendations from health experts. Your awareness and proactive measures are vital in combating the spread of the virus: [https://covid19-notification-amanda.com] Thank you for prioritizing your health and well-being. Sincerely, Amanda Evans Public Health Advocate",False,True,9,dear mr ryan martinez i hope this email finds you and your loved ones safe and healthy as a public health advocate i want to ensure you have access to accurate information regarding covid please click on the link below to review the latest updates and recommendations from health experts your awareness and proactive measures are vital in combating the spread of the virus thank you for prioritizing your health and well being sincerely amanda evans public health advocate,"Dear Mr. Ryan Martinez, I hope this email finds you and your loved ones safe and healthy. As a public health advocate, I want to ensure you have access to accurate information regarding COVID-19. Please click on the link below to review the latest updates and recommendations from health experts. Your awareness and proactive measures are vital in combating the spread of the virus: [https://covid19-notification-amanda.com] Thank you for prioritizing your health and well-being. Sincerely, Amanda Evans Public Health Advocate",1,"['Overly Formal Tone', 'Generic Content', 'Unnatural Phrasing']"
Time to go to bed! Tomorrow I have an appointment with my counselor to pick out my college classes!,,False,10,time to go to bed tomorrow i have an appointment with my counselor to pick out my college classes,Time to go to bed! Tomorrow I have an appointment with my counselor to pick out my college classes!,0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language']"
"My bad, my cousins prelim final! The kiddos are up by 4 at half time! Go Jordyn",,False,10,my bad my cousins prelim final the kiddos are up by at half time go jordyn,"My bad, my cousins prelim final! The kiddos are up by 4 at half time! Go Jordyn",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
Home from party. Leftover sausages &amp; coleslaw for dinner for the next week or so. Fantastic time had by all,,False,10,home from party leftover sausages coleslaw for dinner for the next week or so fantastic time had by all,Home from party. Leftover sausages & coleslaw for dinner for the next week or so. Fantastic time had by all,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"20. the Annexes shall be amended in accordance with the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Union. It shall apply from the date of entry into force of the implementing Regulation referred to in Article 89 of Regulation (EC) No 883/2004. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Strasbourg, 16 September 2009.",,False,10,the annexes shall be amended in accordance with the annex to this regulation article this regulation shall enter into force on the day following its publication in the official journal of the european union it shall apply from the date of entry into force of the implementing regulation referred to in article of regulation ec no this regulation shall be binding in its entirety and directly applicable in all member states done at strasbourg september,"20. the Annexes shall be amended in accordance with the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Union. It shall apply from the date of entry into force of the implementing Regulation referred to in Article 89 of Regulation (EC) No 883/2004. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Strasbourg, 16 September 2009.",1,"['Overly Formal Tone', 'Predictable Structure', 'Uniform Punctuation', 'Lack of Typos', 'Generic Content']"
"· A program which is not a registered trademark or service mark of the United States Government may not be used by any agency, organization or person without prior written permission from the U.S. gov. This includes information about federal and state laws pertaining to drugs such as alcohol and marijuana. Approved By Congress on July 18, As you can see in the above image, there are many areas where cannabis has been legalized around the world since 1996. To learn more about medical marijuana products",,True,10,a program which is not a registered trademark or service mark of the united states government may not be used by any agency organization or person without prior written permission from the you s gov this includes information about federal and state laws pertaining to drugs such as alcohol and marijuana approved by congress on july as you can see in the above image there are many areas where cannabis has been legalized around the world since to learn more about medical marijuana products," A program which is not a registered trademark or service mark of the United States Government may not be used by any agency, organization or person without prior written permission from the U.S. gov. This includes information about federal and state laws pertaining to drugs such as alcohol and marijuana. Approved By Congress on July 18, As you can see in the above image, there are many areas where cannabis has been legalized around the world since 1996. To learn more about medical marijuana products",1,"['Overly Formal Tone', 'Predictable Structure', 'Unnatural Phrasing', 'Abrupt Topic Shifts']"
Just drove from the hotel in Neosho back to Joplin only to discover my power is still out. Back in Ne,,False,10,just drove from the hotel in neosho back to joplin only to discover my power is still out back in ne,Just drove from the hotel in Neosho back to Joplin only to discover my power is still out. Back in Ne,0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language']"
"The Tunisian woman was walking in the centre of the town when she was approached by a man who started putting his hand inside her dress and touching her, the prosecutor said. The woman tried to push him away, but he managed to force his hand inside her dress. He then took her away, threw her onto the ground, and when she tried to run away, he chased her and beat her with his hand and a metal pipe, the",,True,10,the tunisian woman was walking in the centre of the town when she was approached by a man who started putting his hand inside her dress and touching her the prosecutor said the woman tried to push him away but he managed to force his hand inside her dress he then took her away threw her onto the ground and when she tried to run away he chased her and beat her with his hand and a metal pipe the,"The Tunisian woman was walking in the centre of the town when she was approached by a man who started putting his hand inside her dress and touching her, the prosecutor said. The woman tried to push him away, but he managed to force his hand inside her dress. He then took her away, threw her onto the ground, and when she tried to run away, he chased her and beat her with his hand and a metal pipe, the",0,"['Specific Detail', 'Emotional Language', 'Colloquialisms']"
The movie was really entertaining and I am sure that you will enjoy it too. I have read all about this book so far and its great to see another one by Lori Glazer! This time her story revolves around a woman who travels from Atlanta in Georgia to Chicago for work but at some point she decides not to go back home,,True,10,the movie was really entertaining and i am sure that you will enjoy it too i have read all about this book so far and its great to see another one by lori glazer this time her story revolves around a woman who travels from atlanta in georgia to chicago for work but at some point she decides not to go back home,The movie was really entertaining and I am sure that you will enjoy it too. I have read all about this book so far and its great to see another one by Lori Glazer! This time her story revolves around a woman who travels from Atlanta in Georgia to Chicago for work but at some point she decides not to go back home,0,"['Emotional Language', 'Personal Anecdotes', 'Specific Detail']"
"Once you are happy with your face, you can add in other parts of the body. The best time to start is when the skin begins to stretch. This means the best age would be between 20 and 30 years old.",,True,10,once you are happy with your face you can add in other parts of the body the best time to start is when the skin begins to stretch this means the best age would be between and years old,"Once you are happy with your face, you can add in other parts of the body. The best time to start is when the skin begins to stretch. This means the best age would be between 20 and 30 years old.",1,"['Unnatural Phrasing', 'Over-Explanation', 'Generic Content']"
"Season 9 is so exciting. Zod,Loiss look into the future,Justice Society, new villians and heros. I couldnt stop watching and looking forward to season 10. Wish Smallville would go on forever.",,False,10,season is so exciting zod loiss look into the future justice society new villians and heros i could not stop watching and looking forward to season wish smallville would go on forever,"Season 9 is so exciting. Zod,Loiss look into the future,Justice Society, new villians and heros. I couldnt stop watching and looking forward to season 10. Wish Smallville would go on forever.",0,"['Emotional Language', 'Colloquialisms', 'Slang Usage', 'Specific Detail']"
"The Swedish Foreign Ministry said it had not been informed that any Swedes had been killed in the attacks. But the reports, citing intelligence sources and other sources in Sweden, said the Iraqi authorities had informed the Swedish security services that seven or eight people had travelled to Sweden from Iraq, and that they were planning to attack there. The attacks were carried out in August, according to the reports. An Iraqi official, speaking on condition of anonymity, told AFP that the",,True,10,the swedish foreign ministry said it had not been informed that any swedes had been killed in the attacks but the reports citing intelligence sources and other sources in sweden said the iraqi authorities had informed the swedish security services that seven or eight people had travelled to sweden from iraq and that they were planning to attack there the attacks were carried out in august according to the reports an iraqi official speaking on condition of anonymity told afp that the,"The Swedish Foreign Ministry said it had not been informed that any Swedes had been killed in the attacks. But the reports, citing intelligence sources and other sources in Sweden, said the Iraqi authorities had informed the Swedish security services that seven or eight people had travelled to Sweden from Iraq, and that they were planning to attack there. The attacks were carried out in August, according to the reports. An Iraqi official, speaking on condition of anonymity, told AFP that the",0,"['Specific Detail', 'Unnatural Phrasing', 'Technical Jargon']"
"He has made more than 100 appearances for Leeds since joining in 2013. Boss Nigel Clough said: Hes quiet and unassuming, hes maturing into his role, knows what hes good at, knows his limitations and plays accordingly. Find all the latest football transfers on our dedicated page.",,False,10,he has made more than appearances for leeds since joining in boss nigel clough said hes quiet and unassuming hes maturing into his role knows what hes good at knows his limitations and plays accordingly find all the latest football transfers on our dedicated page,"He has made more than 100 appearances for Leeds since joining in 2013. Boss Nigel Clough said: Hes quiet and unassuming, hes maturing into his role, knows what hes good at, knows his limitations and plays accordingly. Find all the latest football transfers on our dedicated page.",0,"['Colloquialisms', 'Personal Anecdotes', 'Emotional Language']"
"then theres scary emily, chavy emily, edsnewgirlfriend Emily, evil Emily, fluteplaying Emily,",,False,10,then there is scary emily chavy emily edsnewgirlfriend emily evil emily fluteplaying emily,"then theres scary emily, chavy emily, edsnewgirlfriend Emily, evil Emily, fluteplaying Emily,",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language', 'Specific Detail']"
"This will prevent all the cats from sticking to your tree and ruin it. Use some hot glue to attach the bow on top of the bottle. Once it’s dried, simply fill it up with water and sprinkle it around your house to keep any unwanted animals away!. If you are still worried about keeping your dog safe during this holiday season, consider purchasing a dog fence instead of a traditional wire mesh fence. Dogs have their own instincts as well, so they won’t be able to",,True,10,this will prevent all the cats from sticking to your tree and ruin it use some hot glue to attach the bow on top of the bottle once its dried simply fill it up with water and sprinkle it around your house to keep any unwanted animals away if you are still worried about keeping your dog safe during this holiday season consider purchasing a dog fence instead of a traditional wire mesh fence dogs have their own instincts as well so they will not be able to,"This will prevent all the cats from sticking to your tree and ruin it. Use some hot glue to attach the bow on top of the bottle. Once its dried, simply fill it up with water and sprinkle it around your house to keep any unwanted animals away!. If you are still worried about keeping your dog safe during this holiday season, consider purchasing a dog fence instead of a traditional wire mesh fence. Dogs have their own instincts as well, so they wont be able to",1,"['Unnatural Phrasing', 'Abrupt Topic Shifts', 'Over-Explanation']"
"As he was sentenced at the end of his recent trial, the judge said Slade had boasted of his involvement with PIE. The group campaigned for childrens sexuality, calling on the government to axe or lower the age of consent so that adults could have sex with children without breaking the law. It existed for more than 10 years and received invitations from student unions, won sympathetic media coverage and found academics who supported its campaign. It was even affiliated to",,False,10,as he was sentenced at the end of his recent trial the judge said slade had boasted of his involvement with pie the group campaigned for childrens sexuality calling on the government to axe or lower the age of consent so that adults could have sex with children without breaking the law it existed for more than years and received invitations from student unions won sympathetic media coverage and found academics who supported its campaign it was even affiliated to,"As he was sentenced at the end of his recent trial, the judge said Slade had boasted of his involvement with PIE. The group campaigned for childrens sexuality, calling on the government to axe or lower the age of consent so that adults could have sex with children without breaking the law. It existed for more than 10 years and received invitations from student unions, won sympathetic media coverage and found academics who supported its campaign. It was even affiliated to",0,"['Specific Detail', 'Emotional Language', 'Unnatural Phrasing']"
@murnahan Should provoke CNN in a Twduel to deliver only happy news its in fashion these days and its a sure win,,False,10,murnahan should provoke cnn in a twduel to deliver only happy news its in fashion these days and its a sure win,@murnahan Should provoke CNN in a Twduel to deliver only happy news its in fashion these days and its a sure win,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
Chris Wyatt from the society said: They are underused because people are not able to get a personal budget to come to the day centres. Surrey County Council said the centres were vastly underused and would,,False,10,chris wyatt from the society said they are underused because people are not able to get a personal budget to come to the day centres surrey county council said the centres were vastly underused and would,Chris Wyatt from the society said: They are underused because people are not able to get a personal budget to come to the day centres. Surrey County Council said the centres were vastly underused and would,0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
